status,type,approved,lat,lng
ACTIVE,Passenger,,40.73849,-73.99413
ACTIVE,Passenger,19890419,40.72287,-73.99715
ACTIVE,Passenger,19911018,40.74916,-73.98517
ACTIVE,Passenger,19970714,40.74916,-73.98517
ACTIVE,Passenger,19890602,40.72058,-74.01104
ACTIVE,Passenger,19890630,40.72058,-74.01104
ACTIVE,Passenger,19890510,40.72058,-74.01104
ACTIVE,Passenger,,40.73852,-73.99421
ACTIVE,Passenger,20050927,40.76043,-73.97064
ACTIVE,Passenger,20050927,40.76043,-73.97064
ACTIVE,Passenger,,40.73954,-73.99844
ACTIVE,Passenger,19860708,40.72626,-73.99667
ACTIVE,Passenger,20120221,40.71401,-73.99439
ACTIVE,Passenger,19890829,40.75671,-73.96645
ACTIVE,Passenger,19890829,40.75671,-73.96645
ACTIVE,Passenger,19891012,40.73708,-73.99459
ACTIVE,Passenger,19891219,40.7389,-73.99403
ACTIVE,Passenger,19891012,40.73708,-73.99459
ACTIVE,Passenger,19891012,40.73708,-73.99459
ACTIVE,Passenger,19891220,40.7631,-73.98355
ACTIVE,Passenger,19891220,40.7631,-73.98355
ACTIVE,Passenger,19891220,40.7631,-73.98355
ACTIVE,Passenger,19891220,40.7631,-73.98355
ACTIVE,Passenger,19891220,40.7631,-73.98355
ACTIVE,Passenger,19891220,40.7631,-73.98355
ACTIVE,Passenger,19891220,40.7631,-73.98355
ACTIVE,Passenger,19891220,40.7631,-73.98355
ACTIVE,Passenger,19891220,40.7631,-73.98355
ACTIVE,Passenger,19891220,40.7631,-73.98355
ACTIVE,Passenger,19900906,40.78437,-73.97459
ACTIVE,Passenger,19900907,40.78437,-73.97459
NO JURIST,Passenger,19890516,40.77349,-73.96286
ACTIVE,Passenger,,40.74252,-73.97894
ACTIVE,Passenger,,40.74252,-73.97894
ACTIVE,Passenger,19900807,40.76378,-73.97898
ACTIVE,Passenger,19900807,40.76378,-73.97898
ACTIVE,Passenger,,40.7386,-73.99441
ACTIVE,Passenger,,40.76378,-73.97898
ACTIVE,Passenger,19900807,40.76378,-73.97898
ACTIVE,Passenger,19900807,40.76378,-73.97898
ACTIVE,Passenger,19900807,40.76378,-73.97898
ACTIVE,Passenger,,40.76378,-73.97898
ACTIVE,Passenger,19900807,40.76378,-73.97898
ACTIVE,Passenger,19900807,40.76378,-73.97898
ACTIVE,Passenger,19890609,40.76254,-73.98769
ACTIVE,Passenger,19900223,40.73257,-73.98863
ACTIVE,Passenger,19890525,40.73007,-74.00797
ACTIVE,Passenger,19890525,40.73007,-74.00797
ACTIVE,Passenger,19890525,40.73007,-74.00797
ACTIVE,Passenger,,40.70788,-74.00475
ACTIVE,Passenger,,40.70788,-74.00475
ACTIVE,Passenger,,40.70788,-74.00475
ACTIVE,Passenger,,40.70788,-74.00475
ACTIVE,Passenger,,40.70788,-74.00475
ACTIVE,Passenger,,40.70788,-74.00475
ACTIVE,Passenger,19900424,40.75814,-73.98304
ACTIVE,Passenger,19900424,40.75814,-73.98304
ACTIVE,Passenger,,40.76926,-73.98965
ACTIVE,Passenger,19900424,40.75814,-73.98304
ACTIVE,Passenger,19900424,40.75814,-73.98304
ACTIVE,Passenger,19900424,40.75814,-73.98304
ACTIVE,Passenger,19900424,40.75814,-73.98304
ACTIVE,Passenger,19900701,40.75998,-73.98551
ACTIVE,Passenger,19900701,40.75998,-73.98551
ACTIVE,Passenger,19890531,40.78409,-73.9494
ACTIVE,Passenger,19890531,40.78409,-73.9494
ACTIVE,Passenger,19881219,40.71687,-74.00966
ACTIVE,Passenger,19890725,40.81026,-73.95065
ACTIVE,Passenger,,40.78518,-73.95666
ACTIVE,Passenger,19891117,40.77841,-73.95227
ACTIVE,Passenger,19891117,40.77841,-73.95227
ACTIVE,Passenger,19890918,40.74915,-73.98926
ACTIVE,Passenger,19890921,40.74915,-73.98926
ACTIVE,Passenger,19891127,40.74915,-73.98926
ACTIVE,Passenger,19891127,40.74915,-73.98926
ACTIVE,Passenger,19891127,40.74915,-73.98926
ACTIVE,Passenger,19891127,40.74915,-73.98926
ACTIVE,Passenger,,40.77051,-73.98264
ACTIVE,Passenger,,40.77051,-73.98264
ACTIVE,Passenger,,40.73875,-73.99475
ACTIVE,Passenger,,40.77051,-73.98264
ACTIVE,Passenger,19891122,40.74275,-73.98559
ACTIVE,Passenger,19890616,40.75807,-73.98485
ACTIVE,Passenger,19900209,40.75807,-73.98485
ACTIVE,Passenger,19970512,40.76736,-73.98291
ACTIVE,Passenger,19970512,40.76736,-73.98291
ACTIVE,Passenger,19970512,40.76736,-73.98291
ACTIVE,Passenger,19891116,40.73081,-74.00776
ACTIVE,Passenger,19900608,40.72233,-74.00721
ACTIVE,Passenger,,40.71793,-74.0006
ACTIVE,Passenger,20010927,40.73875,-73.99475
NO JURIST,Passenger,19890706,40.77551,-73.97776
ACTIVE,Passenger,,40.74915,-73.98926
ACTIVE,Passenger,,40.74915,-73.98926
ACTIVE,Passenger,19890713,40.81075,-73.94408
ACTIVE,Passenger,19960925,40.74915,-73.98926
ACTIVE,Passenger,19960925,40.74915,-73.98926
ACTIVE,Passenger,19960712,40.74915,-73.98926
ACTIVE,Passenger,19901130,40.76229,-73.9751
ACTIVE,Passenger,,40.73875,-73.99475
ACTIVE,Passenger,19901130,40.76229,-73.9751
ACTIVE,Passenger,19901130,40.76229,-73.9751
ACTIVE,Passenger,19901130,40.76229,-73.9751
ACTIVE,Passenger,,40.76229,-73.9751
ACTIVE,Passenger,,40.76229,-73.9751
ACTIVE,Passenger,19900509,40.76229,-73.9751
ACTIVE,Passenger,,40.76229,-73.9751
ACTIVE,Passenger,19891215,40.76229,-73.9751
ACTIVE,Passenger,,40.74915,-73.98926
ACTIVE,Passenger,,40.74915,-73.98926
ACTIVE,Passenger,,40.74915,-73.98926
ACTIVE,Passenger,20020327,40.74915,-73.98926
ACTIVE,Passenger,,40.74915,-73.98926
ACTIVE,Passenger,20090327,40.74915,-73.98926
ACTIVE,Passenger,20021017,40.74915,-73.98926
ACTIVE,Passenger,,40.74915,-73.98926
ACTIVE,Passenger,,40.74475,-74.00538
ACTIVE,Passenger,19900108,40.74465,-73.99808
ACTIVE,Passenger,19900130,40.72278,-74.00047
ACTIVE,Passenger,19900117,40.75814,-73.98304
ACTIVE,Passenger,19900117,40.75814,-73.98304
ACTIVE,Passenger,19900117,40.75814,-73.98304
ACTIVE,Passenger,19900117,40.75814,-73.98304
ACTIVE,Passenger,19900117,40.75814,-73.98304
ACTIVE,Passenger,19900117,40.75814,-73.98304
ACTIVE,Passenger,,40.76472,-73.98663
ACTIVE,Passenger,19900821,40.76288,-73.9807
ACTIVE,Passenger,,40.73931,-73.99615
ACTIVE,Passenger,19900821,40.76288,-73.9807
ACTIVE,Passenger,19900821,40.76288,-73.9807
ACTIVE,Passenger,19900821,40.76288,-73.9807
ACTIVE,Passenger,19900821,40.76288,-73.9807
ACTIVE,Passenger,,40.76288,-73.9807
ACTIVE,Passenger,,40.76288,-73.9807
ACTIVE,Passenger,19900821,40.76288,-73.9807
ACTIVE,Passenger,19900821,40.76288,-73.9807
ACTIVE,Passenger,19900821,40.76288,-73.9807
ACTIVE,Passenger,19940821,40.76288,-73.9807
ACTIVE,Passenger,,40.7394,-73.99633
ACTIVE,Passenger,19900821,40.76288,-73.9807
ACTIVE,Passenger,,40.76288,-73.9807
ACTIVE,Passenger,19900821,40.76288,-73.9807
ACTIVE,Passenger,19890703,40.75761,-73.9526
ACTIVE,Passenger,19890703,40.75761,-73.9526
ACTIVE,Passenger,19890703,40.75761,-73.9526
ACTIVE,Passenger,,40.75761,-73.9526
ACTIVE,Passenger,,40.75761,-73.9526
ACTIVE,Passenger,,40.75761,-73.9526
ACTIVE,Passenger,,40.75761,-73.9526
ACTIVE,Passenger,,40.73979,-73.99618
ACTIVE,Passenger,,40.75761,-73.9526
ACTIVE,Passenger,19900124,40.75761,-73.9526
ACTIVE,Passenger,19900124,40.72702,-73.99434
ACTIVE,Passenger,19890731,40.72873,-74.00189
ACTIVE,Passenger,,40.75761,-73.9526
ACTIVE,Passenger,,40.75761,-73.9526
ACTIVE,Passenger,19890808,40.81142,-73.96214
ACTIVE,Passenger,19900626,40.76267,-73.96826
ACTIVE,Passenger,19900507,40.76437,-73.9568
ACTIVE,Passenger,19900507,40.76437,-73.9568
ACTIVE,Passenger,,40.78888,-73.94293
ACTIVE,Passenger,19900105,40.72589,-73.99699
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.7555,-73.96942
NO JURIST,Passenger,19890906,40.73352,-74.00691
ACTIVE,Passenger,,40.7395,-73.99657
ACTIVE,Passenger,19900123,40.72534,-74.00051
ACTIVE,Passenger,19900123,40.72534,-74.00051
ACTIVE,Passenger,19890920,40.76437,-73.9568
ACTIVE,Passenger,19900914,40.76341,-73.98042
ACTIVE,Passenger,19900924,40.76341,-73.98042
ACTIVE,Passenger,19900914,40.76341,-73.98042
ACTIVE,Passenger,,40.76724,-73.98952
ACTIVE,Passenger,19900307,40.80456,-73.96424
ACTIVE,Passenger,19900307,40.80456,-73.96424
ACTIVE,Passenger,19881214,40.76341,-73.98042
ACTIVE,Passenger,,40.7395,-73.99657
ACTIVE,Passenger,19901214,40.76341,-73.98042
ACTIVE,Passenger,19901214,40.76341,-73.98042
ACTIVE,Passenger,19890920,40.78892,-73.97667
ACTIVE,Passenger,,40.72317,-74.01015
ACTIVE,Passenger,,40.74844,-73.97542
ACTIVE,Passenger,19890920,40.71903,-74.00776
ACTIVE,Passenger,20051121,40.72413,-74.00526
ACTIVE,Passenger,19910305,40.75715,-73.98464
ACTIVE,Passenger,19910305,40.75715,-73.98464
ACTIVE,Passenger,,40.7399,-73.99637
ACTIVE,Passenger,20000914,40.75715,-73.98464
ACTIVE,Passenger,19910305,40.75715,-73.98464
ACTIVE,Passenger,19910305,40.75715,-73.98464
ACTIVE,Passenger,20000519,40.75715,-73.98464
ACTIVE,Passenger,19910305,40.75715,-73.98464
ACTIVE,Passenger,19910305,40.75715,-73.98464
ACTIVE,Passenger,19910305,40.75715,-73.98464
ACTIVE,Passenger,19910305,40.75715,-73.98464
ACTIVE,Passenger,19910305,40.75715,-73.98464
ACTIVE,Passenger,19910305,40.75715,-73.98464
ACTIVE,Passenger,,40.7399,-73.99637
ACTIVE,Passenger,19890929,40.75646,-73.99829
ACTIVE,Passenger,19900914,40.76341,-73.98042
ACTIVE,Passenger,19900914,40.76341,-73.98042
ACTIVE,Passenger,,40.76341,-73.98042
ACTIVE,Passenger,19891222,40.75939,-73.99029
ACTIVE,Passenger,19900327,40.71584,-74.00804
ACTIVE,Passenger,19900131,40.71701,-74.00016
NO JURIST,Passenger,19891212,40.77552,-73.95951
ACTIVE,Passenger,,40.74,-73.99664
ACTIVE,Passenger,20060414,40.77715,-73.98163
ACTIVE,Passenger,19891128,40.77715,-73.98163
ACTIVE,Passenger,19891128,40.77715,-73.98163
ACTIVE,Passenger,20030827,40.75453,-73.99754
ACTIVE,Passenger,20030701,40.75453,-73.99754
ACTIVE,Passenger,19900126,40.74633,-73.97272
ACTIVE,Passenger,19881128,40.76341,-73.98042
ACTIVE,Passenger,19901212,40.76229,-73.9751
ACTIVE,Passenger,19891211,40.75625,-73.97119
ACTIVE,Passenger,,40.71556,-73.99044
ACTIVE,Passenger,19910115,40.76229,-73.9751
ACTIVE,Passenger,19910222,40.76229,-73.9751
ACTIVE,Passenger,19910222,40.76229,-73.9751
ACTIVE,Passenger,19910222,40.76229,-73.9751
ACTIVE,Passenger,19891113,40.76229,-73.9751
ACTIVE,Passenger,19891113,40.76229,-73.9751
ACTIVE,Passenger,,40.75999,-73.97371
ACTIVE,Passenger,,40.78703,-73.96884
ACTIVE,Passenger,,40.73975,-73.99716
ACTIVE,Passenger,,40.78703,-73.96884
ACTIVE,Passenger,19881128,40.76341,-73.98042
ACTIVE,Passenger,19930908,40.80963,-73.94841
ACTIVE,Passenger,19930908,40.80963,-73.94841
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,20090330,40.73975,-73.99716
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,19900320,40.7201,-73.99489
ACTIVE,Passenger,19900123,40.76298,-73.99221
ACTIVE,Passenger,,40.78278,-73.95474
ACTIVE,Passenger,19900816,40.71631,-73.99737
ACTIVE,Passenger,19900816,40.71631,-73.99737
ACTIVE,Passenger,19891219,40.72392,-73.99865
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.74011,-73.99688
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.76062,-73.98508
ACTIVE,Passenger,,40.79796,-73.94897
ACTIVE,Passenger,,40.79796,-73.94897
ACTIVE,Passenger,19900116,40.80567,-73.955
ACTIVE,Passenger,19900130,40.79468,-73.93495
ACTIVE,Passenger,19891117,40.74442,-73.99371
ACTIVE,Passenger,19900108,40.73854,-73.98951
ACTIVE,Passenger,19960417,40.73984,-73.99738
ACTIVE,Passenger,19900111,40.71961,-74.00991
ACTIVE,Passenger,19900109,40.71961,-74.00991
ACTIVE,Passenger,20090429,40.71771,-74.00281
ACTIVE,Passenger,19900821,40.71771,-74.00281
ACTIVE,Passenger,20090309,40.71771,-74.00281
ACTIVE,Passenger,20050914,40.73554,-73.98922
ACTIVE,Passenger,20050914,40.73554,-73.98922
ACTIVE,Passenger,19900213,40.79603,-73.93474
ACTIVE,Passenger,,40.73984,-73.99738
ACTIVE,Passenger,,40.75474,-73.97073
ACTIVE,Passenger,,40.78825,-73.97134
ACTIVE,Passenger,,40.78825,-73.97134
ACTIVE,Passenger,20070316,40.75324,-73.99486
ACTIVE,Passenger,20061013,40.75324,-73.99486
ACTIVE,Passenger,,40.70943,-74.01599
ACTIVE,Passenger,,40.70977,-74.01642
ACTIVE,Passenger,,40.73222,-74.00624
ACTIVE,Passenger,19881118,40.75907,-73.96126
ACTIVE,Passenger,19881118,40.75074,-73.99119
ACTIVE,Passenger,,40.7402,-73.99709
ACTIVE,Passenger,,40.75786,-73.98784
ACTIVE,Passenger,19971119,40.7076,-74.01345
ACTIVE,Passenger,,40.76653,-73.96255
ACTIVE,Passenger,,40.71878,-74.00339
ACTIVE,Passenger,20011011,40.73958,-73.98942
ACTIVE,Passenger,,40.74911,-73.98688
ACTIVE,Passenger,,40.75505,-73.96748
ACTIVE,Passenger,,40.74809,-73.97687
ACTIVE,Passenger,20000912,40.74111,-73.99944
ACTIVE,Passenger,19970729,40.74809,-73.97687
ACTIVE,Passenger,,40.79365,-73.95064
ACTIVE,Passenger,,40.79365,-73.95064
ACTIVE,Passenger,,40.77848,-73.9618
ACTIVE,Passenger,,40.74089,-73.99984
ACTIVE,Passenger,,40.737,-73.97809
ACTIVE,Passenger,,40.70468,-74.00758
ACTIVE,Passenger,,40.8407,-73.94164
ACTIVE,Passenger,,40.8407,-73.94164
ACTIVE,Passenger,,40.77768,-73.96186
ACTIVE,Passenger,,40.79163,-73.97612
ACTIVE,Passenger,20000114,40.79846,-73.96957
ACTIVE,Passenger,,40.78889,-73.95346
ACTIVE,Passenger,,40.78889,-73.95346
ACTIVE,Passenger,,40.74089,-73.99984
ACTIVE,Passenger,19990217,40.85428,-73.93332
ACTIVE,Passenger,,40.77961,-73.97461
ACTIVE,Passenger,,40.73887,-73.98622
ACTIVE,Passenger,,40.79817,-73.97159
ACTIVE,Passenger,,40.79817,-73.97159
ACTIVE,Passenger,,40.79817,-73.97159
ACTIVE,Passenger,19990622,40.83331,-73.94445
ACTIVE,Passenger,,40.77995,-73.97542
ACTIVE,Passenger,,40.77995,-73.97542
ACTIVE,Passenger,,40.77961,-73.97461
ACTIVE,Passenger,,40.77961,-73.97461
ACTIVE,Passenger,,40.77961,-73.97461
ACTIVE,Passenger,,40.73887,-73.98622
ACTIVE,Passenger,20010803,40.79817,-73.97159
ACTIVE,Passenger,,40.73887,-73.98622
ACTIVE,Passenger,,40.73887,-73.98622
ACTIVE,Passenger,,40.74127,-73.9916
ACTIVE,Passenger,20000612,40.75763,-73.99749
DISMANTLED,Passenger,20090916,40.74143,-73.99965
ACTIVE,Passenger,,40.75907,-73.96126
ACTIVE,Passenger,,40.7413,-73.98252
ACTIVE,Passenger,,40.85569,-73.93356
ACTIVE,Passenger,19920602,40.74021,-73.98999
ACTIVE,Passenger,19970804,40.73569,-73.99641
ACTIVE,Passenger,19970804,40.73569,-73.99641
ACTIVE,Passenger,,40.74143,-73.99965
ACTIVE,Passenger,,40.76895,-73.98413
ACTIVE,Passenger,,40.76895,-73.98413
ACTIVE,Passenger,,40.76895,-73.98413
ACTIVE,Passenger,,40.76895,-73.98413
ACTIVE,Passenger,,40.76581,-73.9781
NO JURIST,Passenger,,40.7661,-73.96476
ACTIVE,Passenger,,40.76527,-73.95541
ACTIVE,Passenger,,40.76527,-73.95541
ACTIVE,Passenger,19890825,40.71435,-73.99088
ACTIVE,Passenger,19970919,40.73351,-73.99436
ACTIVE,Passenger,,40.72575,-74.00046
ACTIVE,Passenger,,40.72391,-74.00012
ACTIVE,Passenger,19890202,40.7283,-73.99217
ACTIVE,Passenger,,40.7283,-73.99217
ACTIVE,Passenger,,40.75325,-73.9868
ACTIVE,Passenger,,40.73774,-74.00526
ACTIVE,Passenger,,40.73774,-74.00526
ACTIVE,Passenger,,40.75799,-73.98114
ACTIVE,Passenger,,40.75799,-73.98114
ACTIVE,Passenger,,40.75799,-73.98114
ACTIVE,Passenger,,40.74168,-74.00153
ACTIVE,Passenger,,40.75799,-73.98114
ACTIVE,Passenger,19910214,40.72627,-74.00799
ACTIVE,Passenger,20100504,40.71278,-73.99478
ACTIVE,Passenger,19900223,40.71278,-73.99478
ACTIVE,Passenger,19900126,40.75814,-73.98304
ACTIVE,Passenger,,40.78249,-73.96555
ACTIVE,Passenger,19900119,40.71858,-74.00826
ACTIVE,Passenger,19900703,40.78383,-73.95268
ACTIVE,Passenger,19900123,40.75991,-73.97375
ACTIVE,Passenger,19900327,40.72097,-73.98036
ACTIVE,Passenger,19900327,40.72097,-73.98036
ACTIVE,Passenger,,40.71447,-73.99404
ACTIVE,Passenger,19890116,40.7182,-74.00394
ACTIVE,Passenger,19900221,40.73427,-73.99804
ACTIVE,Passenger,19900112,40.71957,-74.00836
ACTIVE,Passenger,19900423,40.77821,-73.94898
ACTIVE,Passenger,19940208,40.76088,-73.98391
ACTIVE,Passenger,19900904,40.76088,-73.98391
ACTIVE,Passenger,19900904,40.76088,-73.98391
ACTIVE,Passenger,19900904,40.76088,-73.98391
ACTIVE,Passenger,19971205,40.80061,-73.96891
ACTIVE,Passenger,19900904,40.76088,-73.98391
ACTIVE,Passenger,19900604,40.74671,-73.97196
ACTIVE,Passenger,19950216,40.74671,-73.97196
ACTIVE,Passenger,19900604,40.74671,-73.97196
ACTIVE,Passenger,19900604,40.74671,-73.97196
ACTIVE,Passenger,19900703,40.78383,-73.95268
ACTIVE,Passenger,19900703,40.78383,-73.95268
ACTIVE,Passenger,19900216,40.75807,-73.98485
ACTIVE,Passenger,19880216,40.75807,-73.98485
ACTIVE,Passenger,19900216,40.75807,-73.98485
ACTIVE,Passenger,19900216,40.75807,-73.98485
ACTIVE,Passenger,19880216,40.75807,-73.98485
ACTIVE,Passenger,19900216,40.75807,-73.98485
ACTIVE,Passenger,20010827,40.79862,-73.96644
ACTIVE,Passenger,19900207,40.75814,-73.98304
ACTIVE,Passenger,19900501,40.76484,-73.97964
ACTIVE,Passenger,19900501,40.76484,-73.97964
ACTIVE,Passenger,19900501,40.76484,-73.97964
ACTIVE,Passenger,19900501,40.76484,-73.97964
ACTIVE,Passenger,19900516,40.76484,-73.97964
ACTIVE,Passenger,19900516,40.76484,-73.97964
ACTIVE,Passenger,19900516,40.76484,-73.97964
ACTIVE,Passenger,19910717,40.76484,-73.97964
ACTIVE,Passenger,19901023,40.76484,-73.97964
ACTIVE,Passenger,19901023,40.76484,-73.97964
ACTIVE,Passenger,19901023,40.76484,-73.97964
ACTIVE,Passenger,19900514,40.74335,-73.9946
ACTIVE,Passenger,19900514,40.74335,-73.9946
ACTIVE,Passenger,20061115,40.75998,-73.98551
ACTIVE,Passenger,19900709,40.75998,-73.98551
ACTIVE,Passenger,19900801,40.75998,-73.98551
ACTIVE,Passenger,19900801,40.75998,-73.98551
ACTIVE,Passenger,19900818,40.75998,-73.98551
ACTIVE,Passenger,19900818,40.75998,-73.98551
ACTIVE,Passenger,19900818,40.75998,-73.98551
ACTIVE,Passenger,19900818,40.75998,-73.98551
ACTIVE,Passenger,19880818,40.75998,-73.98551
ACTIVE,Passenger,19880818,40.75998,-73.98551
ACTIVE,Passenger,19880709,40.75998,-73.98551
ACTIVE,Passenger,19880709,40.75998,-73.98551
ACTIVE,Passenger,19880809,40.75998,-73.98551
ACTIVE,Passenger,19880809,40.75998,-73.98551
ACTIVE,Passenger,19900818,40.75998,-73.98551
ACTIVE,Passenger,19900202,40.73408,-73.99178
ACTIVE,Passenger,19900205,40.73833,-74.00903
ACTIVE,Passenger,19900417,40.74275,-73.98559
ACTIVE,Passenger,19900803,40.76685,-73.95503
ACTIVE,Passenger,20041229,40.76685,-73.95503
ACTIVE,Passenger,19900803,40.76685,-73.95503
ACTIVE,Passenger,19900803,40.76685,-73.95503
ACTIVE,Passenger,20041229,40.76685,-73.95503
ACTIVE,Passenger,19900710,40.86404,-73.91883
ACTIVE,Passenger,19900213,40.72531,-73.98444
ACTIVE,Passenger,19901001,40.78919,-73.97125
ACTIVE,Passenger,19901001,40.78919,-73.97125
ACTIVE,Passenger,,40.85647,-73.93355
ACTIVE,Passenger,19950627,40.7645,-73.96484
ACTIVE,Passenger,19900409,40.77965,-73.9552
ACTIVE,Passenger,19900409,40.77965,-73.9552
ACTIVE,Passenger,19900131,40.76212,-73.98902
ACTIVE,Passenger,19950308,40.73658,-73.98216
ACTIVE,Passenger,,40.80877,-73.9533
ACTIVE,Passenger,19900228,40.78585,-73.9773
ACTIVE,Passenger,19900313,40.72531,-73.99747
ACTIVE,Passenger,19901017,40.81663,-73.94149
ACTIVE,Passenger,19900720,40.77488,-73.96223
NO JURIST,Passenger,,40.78395,-73.95297
ACTIVE,Passenger,19900306,40.76287,-73.97447
ACTIVE,Passenger,19900408,40.75211,-73.98107
ACTIVE,Passenger,19900408,40.75211,-73.98107
ACTIVE,Passenger,,40.72005,-74.00826
ACTIVE,Passenger,19900612,40.72838,-73.98407
ACTIVE,Passenger,20050211,40.74661,-74.00306
ACTIVE,Passenger,19900319,40.74297,-73.99032
ACTIVE,Passenger,19900319,40.72119,-74.00935
ACTIVE,Passenger,,40.76383,-73.98723
ACTIVE,Passenger,19900410,40.71603,-73.99759
ACTIVE,Passenger,19900410,40.71603,-73.99759
ACTIVE,Passenger,19900619,40.86027,-73.92916
ACTIVE,Passenger,19900619,40.86027,-73.92916
ACTIVE,Passenger,19900522,40.72115,-73.99121
ACTIVE,Passenger,,40.74969,-73.99056
ACTIVE,Passenger,,40.74969,-73.99056
ACTIVE,Passenger,19900817,40.71194,-73.99404
ACTIVE,Passenger,19900405,40.72118,-73.99275
ACTIVE,Passenger,,40.73793,-73.99142
ACTIVE,Passenger,,40.79627,-73.94845
ACTIVE,Passenger,19900619,40.72461,-73.99807
ACTIVE,Passenger,19900619,40.72461,-73.99807
ACTIVE,Passenger,19900613,40.72401,-74.00034
ACTIVE,Passenger,19900405,40.72607,-73.98415
ACTIVE,Passenger,19910208,40.75797,-73.97682
ACTIVE,Passenger,19910208,40.75797,-73.97682
ACTIVE,Passenger,19910208,40.75797,-73.97682
ACTIVE,Passenger,19910208,40.75797,-73.97682
ACTIVE,Passenger,19910208,40.75797,-73.97682
ACTIVE,Passenger,19910208,40.75797,-73.97682
ACTIVE,Passenger,19910208,40.75797,-73.97682
ACTIVE,Passenger,19910208,40.75797,-73.97682
ACTIVE,Passenger,19901029,40.71791,-73.99149
ACTIVE,Passenger,,40.82209,-73.94091
ACTIVE,Passenger,19900411,40.72367,-74.00401
ACTIVE,Passenger,19900411,40.72587,-73.99893
ACTIVE,Passenger,19900417,40.72663,-74.00149
ACTIVE,Passenger,19900615,40.75223,-73.98135
ACTIVE,Passenger,20050602,40.78297,-73.9476
ACTIVE,Passenger,20090330,40.73788,-73.99129
ACTIVE,Passenger,19900517,40.78297,-73.9476
ACTIVE,Passenger,19900821,40.71771,-74.00281
ACTIVE,Passenger,19940301,40.74941,-73.98578
ACTIVE,Passenger,19940301,40.74941,-73.98578
ACTIVE,Passenger,19900608,40.71908,-73.9953
ACTIVE,Passenger,19900904,40.76088,-73.98391
ACTIVE,Passenger,19900904,40.76088,-73.98391
ACTIVE,Passenger,19900904,40.76088,-73.98391
ACTIVE,Passenger,19900904,40.76088,-73.98391
ACTIVE,Passenger,20090330,40.73788,-73.99129
ACTIVE,Passenger,19900620,40.80243,-73.96699
ACTIVE,Passenger,19910108,40.72452,-73.9823
ACTIVE,Passenger,19900711,40.75807,-73.98485
ACTIVE,Passenger,19900711,40.75807,-73.98485
ACTIVE,Passenger,19900711,40.75807,-73.98485
ACTIVE,Passenger,19900711,40.75807,-73.98485
ACTIVE,Passenger,19900711,40.75807,-73.98485
ACTIVE,Passenger,19900711,40.75807,-73.98485
ACTIVE,Passenger,19900711,40.75807,-73.98485
ACTIVE,Passenger,,40.73773,-73.99118
ACTIVE,Passenger,19900711,40.75807,-73.98485
ACTIVE,Passenger,19900509,40.74326,-73.99438
ACTIVE,Passenger,19900614,40.7138,-73.98743
ACTIVE,Passenger,19900514,40.84851,-73.93339
ACTIVE,Passenger,19900515,40.77821,-73.94898
ACTIVE,Passenger,,40.75899,-73.98444
ACTIVE,Passenger,,40.75899,-73.98444
ACTIVE,Passenger,,40.73768,-73.99112
ACTIVE,Passenger,,40.75899,-73.98444
ACTIVE,Passenger,19900709,40.75998,-73.98551
ACTIVE,Passenger,19900801,40.75998,-73.98551
ACTIVE,Passenger,19900818,40.75998,-73.98551
ACTIVE,Passenger,19950828,40.75998,-73.98551
ACTIVE,Passenger,19950828,40.75998,-73.98551
ACTIVE,Passenger,19950828,40.75998,-73.98551
ACTIVE,Passenger,19950828,40.75998,-73.98551
ACTIVE,Passenger,20090407,40.76177,-73.98003
ACTIVE,Passenger,20090407,40.76177,-73.98003
ACTIVE,Passenger,,40.73737,-73.99148
ACTIVE,Passenger,,40.76177,-73.98003
ACTIVE,Passenger,20080403,40.70943,-74.01434
ACTIVE,Passenger,20090129,40.70943,-74.01434
ACTIVE,Passenger,19901214,40.70943,-74.01434
ACTIVE,Passenger,19901214,40.70943,-74.01434
ACTIVE,Passenger,20090409,40.70943,-74.01434
ACTIVE,Passenger,19901214,40.70943,-74.01434
ACTIVE,Passenger,19901214,40.70943,-74.01434
ACTIVE,Passenger,19901214,40.70943,-74.01434
ACTIVE,Passenger,19901214,40.70943,-74.01434
ACTIVE,Passenger,19901214,40.70943,-74.01434
ACTIVE,Passenger,19901214,40.70943,-74.01434
ACTIVE,Passenger,19890503,40.75081,-73.98334
ACTIVE,Passenger,19890503,40.75081,-73.98334
ACTIVE,Passenger,19890503,40.75081,-73.98334
ACTIVE,Passenger,19890503,40.75081,-73.98334
ACTIVE,Passenger,,40.75899,-73.98444
ACTIVE,Passenger,,40.75899,-73.98444
ACTIVE,Passenger,,40.75899,-73.98444
