status,type,approved,lat,lng
ACTIVE,Passenger,20010205,40.83782,-73.94547
ACTIVE,Passenger,,40.83755,-73.94601
ACTIVE,Passenger,,40.71148,-74.00699
ACTIVE,Passenger,19931214,40.83706,-73.94174
ACTIVE,Passenger,,40.8372,-73.94207
ACTIVE,Passenger,,40.83683,-73.94235
ACTIVE,Passenger,,40.83754,-73.94303
ACTIVE,Passenger,,40.83727,-73.94341
ACTIVE,Passenger,19971028,40.83781,-73.94357
ACTIVE,Passenger,,40.83618,-73.93784
ACTIVE,Passenger,,40.83768,-73.94128
ACTIVE,Passenger,19950111,40.83745,-73.94189
ACTIVE,Passenger,19970404,40.83783,-73.94162
ACTIVE,Passenger,19970225,40.71119,-74.0069
ACTIVE,Passenger,19951116,40.83771,-73.94271
ACTIVE,Passenger,19940315,40.83814,-73.94034
ACTIVE,Passenger,19980218,40.83774,-73.94064
ACTIVE,Passenger,,40.83792,-73.94107
ACTIVE,Passenger,,40.83832,-73.94079
ACTIVE,Passenger,,40.83807,-73.94144
ACTIVE,Passenger,,40.83881,-73.94192
ACTIVE,Passenger,19950322,40.83844,-73.94027
ACTIVE,Passenger,19950616,40.83877,-73.94093
ACTIVE,Passenger,19950616,40.83877,-73.94093
ACTIVE,Passenger,,40.70653,-74.01059
ACTIVE,Passenger,,40.71119,-74.0069
ACTIVE,Passenger,19970716,40.83823,-73.93771
ACTIVE,Passenger,19960110,40.84147,-73.94007
ACTIVE,Passenger,,40.84169,-73.93991
ACTIVE,Passenger,,40.84285,-73.94169
ACTIVE,Passenger,,40.84326,-73.94259
ACTIVE,Passenger,,40.84201,-73.93762
ACTIVE,Passenger,,40.84212,-73.9379
ACTIVE,Passenger,,40.84353,-73.9375
ACTIVE,Passenger,,40.84317,-73.93776
ACTIVE,Passenger,********,40.71119,-74.0069
ACTIVE,Passenger,19971031,40.84381,-73.93816
ACTIVE,Passenger,,40.84388,-73.93626
ACTIVE,Passenger,19941219,40.84446,-73.93687
ACTIVE,Passenger,,40.84513,-73.9372
ACTIVE,Passenger,20061023,40.84417,-73.93429
ACTIVE,Passenger,,40.84483,-73.9337
NYCHA,Passenger,20040106,40.84535,-73.93332
ACTIVE,Passenger,19890713,40.84644,-73.93628
NYCHA,Passenger,20040106,40.84535,-73.93332
ACTIVE,Passenger,20060929,40.84641,-73.93546
ACTIVE,Passenger,,40.84704,-73.93581
ACTIVE,Passenger,19960108,40.84731,-73.93646
ACTIVE,Passenger,,40.84786,-73.93834
ACTIVE,Passenger,20000727,40.84794,-73.93875
ACTIVE,Passenger,20040728,40.76043,-73.97328
ACTIVE,Passenger,,40.84627,-73.93322
ACTIVE,Passenger,,40.84728,-73.93564
ACTIVE,Passenger,,40.84754,-73.93628
ACTIVE,Passenger,,40.8482,-73.93819
ACTIVE,Passenger,19970108,40.84828,-73.93861
ACTIVE,Passenger,,40.84984,-73.94049
ACTIVE,Passenger,19980203,40.84922,-73.9373
ACTIVE,Passenger,19940601,40.7976,-73.9419
ACTIVE,Passenger,,40.8483,-73.93407
ACTIVE,Passenger,,40.71075,-74.00632
ACTIVE,Passenger,,40.84868,-73.93379
ACTIVE,Passenger,,40.84894,-73.93441
ACTIVE,Passenger,,40.84922,-73.93625
ACTIVE,Passenger,,40.84959,-73.93588
ACTIVE,Passenger,,40.84945,-73.93699
ACTIVE,Passenger,19961227,40.85006,-73.93778
ACTIVE,Passenger,20070122,40.85033,-73.93928
ACTIVE,Passenger,20000329,40.84993,-73.93945
ACTIVE,Passenger,,40.85011,-73.9404
ACTIVE,Passenger,,40.72025,-74.00953
ACTIVE,Passenger,19981106,40.85014,-73.93662
ACTIVE,Passenger,,40.85023,-73.93695
ACTIVE,Passenger,19990211,40.85032,-73.93729
ACTIVE,Passenger,,40.8504,-73.93764
ACTIVE,Passenger,20030407,40.85084,-73.93908
ACTIVE,Passenger,,40.85108,-73.94003
ACTIVE,Passenger,,40.85166,-73.94092
ACTIVE,Passenger,,40.84959,-73.93136
ACTIVE,Passenger,,40.85004,-73.93243
ACTIVE,Passenger,,40.85046,-73.93341
ACTIVE,Passenger,,40.85141,-73.9326
ACTIVE,Passenger,20060203,40.85232,-73.93194
ACTIVE,Passenger,,40.85233,-73.92861
ACTIVE,Passenger,,40.85244,-73.92888
ACTIVE,Passenger,20010628,40.75895,-73.96888
ACTIVE,Passenger,19980113,40.85398,-73.92991
ACTIVE,Passenger,19970224,40.85497,-73.92912
ACTIVE,Passenger,20050603,40.85526,-73.92984
ACTIVE,Passenger,,40.85498,-73.93043
ACTIVE,Passenger,,40.85523,-73.92899
ACTIVE,Passenger,20000124,40.85588,-73.92934
ACTIVE,Passenger,,40.85613,-73.92917
ACTIVE,Passenger,,40.76096,-73.96995
ACTIVE,Passenger,20060607,40.86134,-73.92642
ACTIVE,Passenger,,40.86499,-73.91984
ACTIVE,Passenger,19960725,40.86538,-73.92008
ACTIVE,Passenger,20070302,40.87471,-73.91066
ACTIVE,Passenger,,40.85112,-73.93602
ACTIVE,Passenger,,40.85137,-73.9359
ACTIVE,Passenger,,40.85161,-73.93579
ACTIVE,Passenger,19980227,40.85156,-73.94047
ACTIVE,Passenger,19970108,40.85183,-73.94044
ACTIVE,Passenger,,40.84778,-73.93756
ACTIVE,Passenger,,40.84982,-73.93663
ACTIVE,Passenger,,40.85031,-73.93515
ACTIVE,Passenger,19970109,40.85698,-73.93288
ACTIVE,Passenger,,40.8684,-73.91784
ACTIVE,Passenger,,40.82716,-73.94661
ACTIVE,Passenger,,40.8381,-73.93781
ACTIVE,Passenger,20090713,40.82661,-73.94248
ACTIVE,Passenger,,40.82685,-73.9423
ACTIVE,Passenger,,40.82843,-73.94114
ACTIVE,Passenger,,40.82864,-73.94099
ACTIVE,Passenger,,40.82988,-73.94093
ACTIVE,Passenger,19960229,40.83,-73.94084
ACTIVE,Passenger,20000519,40.82305,-73.94779
ACTIVE,Passenger,,40.82329,-73.94761
ACTIVE,Passenger,,40.82625,-73.94542
ACTIVE,Passenger,,40.82689,-73.94423
ACTIVE,Passenger,20050408,40.82826,-73.9436
ACTIVE,Passenger,,40.82871,-73.94051
ACTIVE,Passenger,,40.83753,-73.93693
ACTIVE,Passenger,,40.83383,-73.93903
ACTIVE,Passenger,20100128,40.83383,-73.93903
DISMANTLED,Passenger,19811119,40.83383,-73.93903
ACTIVE,Passenger,,40.82262,-73.94508
ACTIVE,Passenger,,40.82288,-73.94496
ACTIVE,Passenger,,40.82357,-73.94464
ACTIVE,Passenger,,40.82392,-73.94523
ACTIVE,Passenger,19991124,40.82444,-73.94487
ACTIVE,Passenger,19991203,40.82499,-73.94446
ACTIVE,Passenger,,40.82527,-73.94345
ACTIVE,Passenger,,40.82523,-73.9431
ACTIVE,Passenger,19680119,40.73097,-73.98252
ACTIVE,Passenger,,40.82613,-73.94261
ACTIVE,Passenger,20050810,40.82632,-73.94255
ACTIVE,Passenger,,40.8273,-73.94318
ACTIVE,Passenger,,40.82767,-73.94301
ACTIVE,Passenger,,40.82812,-73.94214
ACTIVE,Passenger,,40.82923,-73.94245
ACTIVE,Passenger,,40.82935,-73.94239
ACTIVE,Passenger,20000523,40.82991,-73.94137
ACTIVE,Passenger,20021021,40.83073,-73.94174
ACTIVE,Passenger,19991103,40.83234,-73.94137
ACTIVE,Passenger,20030801,40.83173,-73.94073
ACTIVE,Passenger,,40.83201,-73.94058
ACTIVE,Passenger,,40.83353,-73.94078
ACTIVE,Passenger,,40.83398,-73.93989
ACTIVE,Passenger,,40.83732,-73.94044
ACTIVE,Passenger,,40.83759,-73.94032
ACTIVE,Passenger,20030825,40.83812,-73.93956
ACTIVE,Passenger,,40.84402,-73.93801
ACTIVE,Passenger,19970304,40.84617,-73.93564
ACTIVE,Passenger,,40.76858,-73.96909
ACTIVE,Passenger,,40.8259,-73.95264
ACTIVE,Passenger,,40.82611,-73.95237
ACTIVE,Passenger,20090505,40.82671,-73.95186
ACTIVE,Passenger,20071226,40.82671,-73.95186
ACTIVE,Passenger,20021028,40.8286,-73.95023
ACTIVE,Passenger,20070117,40.8286,-73.95023
ACTIVE,Passenger,,40.82961,-73.9495
ACTIVE,Passenger,19980413,40.83037,-73.94936
ACTIVE,Passenger,19960408,40.83037,-73.94936
ACTIVE,Passenger,20010622,40.83063,-73.94923
ACTIVE,Passenger,,40.76858,-73.96909
ACTIVE,Passenger,20061128,40.83106,-73.94907
ACTIVE,Passenger,,40.83137,-73.94903
ACTIVE,Passenger,,40.83389,-73.94779
ACTIVE,Passenger,,40.83389,-73.94779
ACTIVE,Passenger,19980506,40.83411,-73.94755
ACTIVE,Passenger,,40.83411,-73.94755
ACTIVE,Passenger,,40.83453,-73.94703
ACTIVE,Passenger,,40.83453,-73.94703
ACTIVE,Passenger,,40.83453,-73.94703
ACTIVE,Passenger,,40.72412,-74.00261
ACTIVE,Passenger,19961216,40.83477,-73.94597
ACTIVE,Passenger,,40.83477,-73.94597
ACTIVE,Passenger,19961216,40.83477,-73.94597
ACTIVE,Passenger,19990415,40.83477,-73.94597
ACTIVE,Passenger,,40.83623,-73.94576
ACTIVE,Passenger,19940104,40.83693,-73.94653
ACTIVE,Passenger,20090925,40.83745,-73.94651
ACTIVE,Passenger,20080125,40.83774,-73.94646
ACTIVE,Passenger,20060911,40.83774,-73.94646
ACTIVE,Passenger,,40.83805,-73.94603
ACTIVE,Passenger,20100111,40.83553,-73.94488
ACTIVE,Passenger,20031124,40.83583,-73.94499
ACTIVE,Passenger,,40.83625,-73.94491
ACTIVE,Passenger,19890713,40.83672,-73.94479
ACTIVE,Passenger,20080327,40.83647,-73.94419
ACTIVE,Passenger,,40.83672,-73.94405
ACTIVE,Passenger,19961115,40.83701,-73.94473
ACTIVE,Passenger,,40.83716,-73.94391
ACTIVE,Passenger,19980603,40.72857,-74.00998
ACTIVE,Passenger,,40.83743,-73.94455
ACTIVE,Passenger,,40.83742,-73.94376
ACTIVE,Passenger,,40.83772,-73.94447
ACTIVE,Passenger,,40.83813,-73.94427
ACTIVE,Passenger,,40.8384,-73.94416
ACTIVE,Passenger,,40.84314,-73.94222
ACTIVE,Passenger,20050720,40.84307,-73.94155
ACTIVE,Passenger,20021025,40.84341,-73.94213
ACTIVE,Passenger,,40.84375,-73.94175
ACTIVE,Passenger,20050520,40.84398,-73.94156
ACTIVE,Passenger,20010129,40.76867,-73.95879
ACTIVE,Passenger,20070322,40.84412,-73.94073
ACTIVE,Passenger,20030516,40.84436,-73.94057
ACTIVE,Passenger,,40.84814,-73.93973
ACTIVE,Passenger,20070129,40.84848,-73.9396
ACTIVE,Passenger,20000217,40.84958,-73.93917
ACTIVE,Passenger,,40.84985,-73.93907
ACTIVE,Passenger,19950512,40.84972,-73.93841
ACTIVE,Passenger,,40.85026,-73.93889
ACTIVE,Passenger,,40.85013,-73.93818
ACTIVE,Passenger,19960405,40.85049,-73.93806
ACTIVE,Passenger,20040915,40.85049,-73.93806
ACTIVE,Passenger,,40.85051,-73.93879
ACTIVE,Passenger,,40.85076,-73.93869
ACTIVE,Passenger,19940117,40.84831,-73.94063
ACTIVE,Passenger,20000510,40.84865,-73.9405
ACTIVE,Passenger,,40.7526,-73.99551
ACTIVE,Passenger,20100210,40.84966,-73.93956
ACTIVE,Passenger,20100216,40.85101,-73.93962
ACTIVE,Passenger,19970402,40.84887,-73.93531
ACTIVE,Passenger,,40.8491,-73.93587
ACTIVE,Passenger,19931216,40.84946,-73.93558
ACTIVE,Passenger,,40.85031,-73.93515
ACTIVE,Passenger,,40.852,-73.93369
ACTIVE,Passenger,,40.8568,-73.92991
ACTIVE,Passenger,,40.85691,-73.92948
ACTIVE,Passenger,,40.85694,-73.92902
ACTIVE,Passenger,19990520,40.84298,-73.93619
ACTIVE,Passenger,19960327,40.84322,-73.93601
ACTIVE,Passenger,20050531,40.84364,-73.93571
ACTIVE,Passenger,,40.84545,-73.9351
ACTIVE,Passenger,19960614,40.84521,-73.93456
ACTIVE,Passenger,,40.84583,-73.93483
ACTIVE,Passenger,,40.84583,-73.9341
ACTIVE,Passenger,,40.84607,-73.93466
ACTIVE,Passenger,,40.84644,-73.93438
ACTIVE,Passenger,20100319,40.84623,-73.93381
ACTIVE,Passenger,,40.84667,-73.93421
ACTIVE,Passenger,,40.84905,-73.93242
ACTIVE,Passenger,,40.8529,-73.92961
ACTIVE,Passenger,,40.8036,-73.96878
ACTIVE,Passenger,,40.8036,-73.96878
ACTIVE,Passenger,,40.80559,-73.94104
ACTIVE,Passenger,,40.80477,-73.93686
ACTIVE,Passenger,,40.80079,-73.93748
ACTIVE,Passenger,20030721,40.80105,-73.93816
DISMANTLED,Passenger,19930421,40.80221,-73.93731
ACTIVE,Passenger,,40.74044,-73.98155
ACTIVE,Passenger,,40.71746,-74.00656
ACTIVE,Passenger,20030711,40.87149,-73.91809
ACTIVE,Passenger,,40.82203,-73.95041
ACTIVE,Passenger,,40.75052,-73.99599
ACTIVE,Passenger,,40.75052,-73.99599
ACTIVE,Passenger,,40.76257,-73.97472
ACTIVE,Passenger,,40.76257,-73.97472
ACTIVE,Passenger,,40.76877,-73.96372
ACTIVE,Passenger,,40.76877,-73.96372
ACTIVE,Passenger,,40.7753,-73.97843
ACTIVE,Passenger,19980413,40.7753,-73.97843
ACTIVE,Passenger,,40.85136,-73.94197
ACTIVE,Passenger,,40.78369,-73.97298
ACTIVE,Passenger,,40.78369,-73.97298
ACTIVE,Passenger,,40.79575,-73.96978
ACTIVE,Passenger,,40.86721,-73.92605
ACTIVE,Passenger,,40.7547,-73.97841
ACTIVE,Passenger,,40.75126,-73.99076
ACTIVE,Passenger,,40.76681,-73.97072
ACTIVE,Passenger,19920604,40.76681,-73.97072
ACTIVE,Passenger,20010814,40.76681,-73.97072
ACTIVE,Passenger,,40.85173,-73.94127
ACTIVE,Passenger,19940502,40.85173,-73.94127
ACTIVE,Passenger,,40.82203,-73.94848
ACTIVE,Passenger,20030514,40.82203,-73.94848
ACTIVE,Passenger,19971223,40.80215,-73.96858
ACTIVE,Passenger,,40.80215,-73.96858
ACTIVE,Passenger,,40.84474,-73.94033
ACTIVE,Passenger,20070212,40.77787,-73.96134
ACTIVE,Passenger,19941220,40.75245,-73.97916
ACTIVE,Passenger,19941220,40.75245,-73.97916
ACTIVE,Passenger,19941220,40.75245,-73.97916
ACTIVE,Passenger,,40.75245,-73.97916
ACTIVE,Passenger,20100409,40.75245,-73.97916
ACTIVE,Passenger,,40.75387,-73.98016
ACTIVE,Passenger,20001020,40.75387,-73.98016
ACTIVE,Passenger,,40.75387,-73.98016
ACTIVE,Passenger,19981222,40.75387,-73.98016
ACTIVE,Passenger,,40.70703,-74.01119
ACTIVE,Passenger,,40.75387,-73.98016
ACTIVE,Passenger,,40.77488,-73.9782
ACTIVE,Passenger,,40.77488,-73.9782
ACTIVE,Passenger,,40.76553,-73.97931
ACTIVE,Passenger,20100219,40.76553,-73.97931
ACTIVE,Passenger,,40.77758,-73.97991
ACTIVE,Passenger,,40.77758,-73.97991
ACTIVE,Passenger,,40.74612,-73.98352
ACTIVE,Passenger,,40.74612,-73.98352
ACTIVE,Passenger,,40.75484,-73.97943
ACTIVE,Passenger,,40.74612,-73.98352
ACTIVE,Passenger,19980602,40.74647,-73.98425
ACTIVE,Passenger,19980602,40.74647,-73.98425
ACTIVE,Passenger,19890816,40.74647,-73.98425
ACTIVE,Passenger,19890816,40.74647,-73.98425
ACTIVE,Passenger,,40.74582,-73.98295
ACTIVE,Passenger,,40.74582,-73.98295
ACTIVE,Passenger,,40.74582,-73.98295
ACTIVE,Passenger,,40.74582,-73.98295
ACTIVE,Passenger,19960614,40.79599,-73.94855
ACTIVE,Passenger,,40.75172,-73.98395
ACTIVE,Passenger,,40.75172,-73.98395
ACTIVE,Passenger,20030418,40.76011,-73.99007
ACTIVE,Passenger,,40.78244,-73.95932
ACTIVE,Passenger,,40.78244,-73.95932
ACTIVE,Passenger,19990413,40.74987,-73.98071
ACTIVE,Passenger,,40.75619,-73.98462
ACTIVE,Passenger,,40.75885,-73.96348
ACTIVE,Passenger,,40.77697,-73.96206
ACTIVE,Passenger,,40.7455,-73.98983
ACTIVE,Passenger,,40.81931,-73.94664
ACTIVE,Passenger,,40.75172,-73.98395
ACTIVE,Passenger,,40.75183,-73.98346
ACTIVE,Passenger,19970409,40.75183,-73.98346
ACTIVE,Passenger,,40.75183,-73.98346
ACTIVE,Passenger,,40.74986,-73.98528
ACTIVE,Passenger,19990616,40.75608,-73.98049
ACTIVE,Passenger,,40.78014,-73.98221
ACTIVE,Passenger,20000915,40.82617,-73.94058
ACTIVE,Passenger,19910131,40.75021,-73.98152
ACTIVE,Passenger,19871110,40.75021,-73.98152
ACTIVE,Passenger,,40.74492,-73.98537
ACTIVE,Passenger,20021017,40.74492,-73.98537
DISMANTLED,Passenger,20120525,40.74492,-73.98537
ACTIVE,Passenger,,40.74492,-73.98537
ACTIVE,Passenger,,40.7532,-73.98227
ACTIVE,Passenger,,40.7532,-73.98227
ACTIVE,Passenger,,40.75374,-73.98025
ACTIVE,Passenger,,40.75374,-73.98025
ACTIVE,Passenger,,40.80026,-73.96067
ACTIVE,Passenger,,40.80026,-73.96067
ACTIVE,Passenger,19961028,40.75041,-73.98199
ACTIVE,Passenger,,40.75041,-73.98199
ACTIVE,Passenger,,40.75041,-73.98199
ACTIVE,Passenger,,40.74557,-73.9849
ACTIVE,Passenger,,40.74557,-73.9849
ACTIVE,Passenger,,40.75699,-73.99738
ACTIVE,Passenger,,40.7655,-73.98267
ACTIVE,Passenger,,40.7614,-73.97567
ACTIVE,Passenger,,40.74328,-73.98877
ACTIVE,Passenger,,40.74408,-73.98312
ACTIVE,Passenger,,40.77355,-73.98011
ACTIVE,Passenger,,40.72079,-74.00335
ACTIVE,Passenger,,40.77355,-73.98011
NO JURIST,Passenger,,40.76251,-73.97555
ACTIVE,Passenger,,40.79117,-73.97203
ACTIVE,Passenger,,40.72033,-73.98761
ACTIVE,Passenger,20000515,40.76503,-73.96959
ACTIVE,Passenger,,40.76503,-73.96959
ACTIVE,Passenger,,40.70703,-74.01119
ACTIVE,Passenger,,40.75038,-73.98459
ACTIVE,Passenger,,40.75038,-73.98459
ACTIVE,Passenger,19970623,40.75038,-73.98459
ACTIVE,Passenger,,40.78854,-73.97976
ACTIVE,Passenger,19920520,40.75553,-73.98083
ACTIVE,Passenger,19920520,40.75553,-73.98083
ACTIVE,Passenger,19920520,40.75553,-73.98083
ACTIVE,Passenger,19920520,40.75553,-73.98083
ACTIVE,Passenger,19920520,40.75553,-73.98083
ACTIVE,Passenger,19920520,40.75553,-73.98083
ACTIVE,Passenger,19950130,40.76989,-73.9896
ACTIVE,Passenger,,40.76989,-73.9896
ACTIVE,Passenger,,40.77255,-73.96448
ACTIVE,Passenger,,40.77255,-73.96448
ACTIVE,Passenger,19980902,40.76726,-73.96712
ACTIVE,Passenger,,40.76726,-73.96712
ACTIVE,Passenger,20080326,40.77235,-73.94804
ACTIVE,Passenger,,40.74119,-73.99025
ACTIVE,Passenger,,40.78451,-73.97217
ACTIVE,Passenger,20080730,40.74163,-73.99052
ACTIVE,Passenger,,40.74166,-73.99059
ACTIVE,Passenger,,40.74178,-73.99086
ACTIVE,Passenger,,40.74615,-73.98752
ACTIVE,Passenger,,40.72056,-73.98654
ACTIVE,Passenger,19960327,40.74263,-73.97802
ACTIVE,Passenger,,40.77378,-73.96274
ACTIVE,Passenger,,40.78642,-73.97129
ACTIVE,Passenger,,40.75988,-73.97156
ACTIVE,Passenger,,40.75988,-73.97156
ACTIVE,Passenger,,40.75988,-73.97156
NO JURIST,Passenger,,40.75652,-74.00073
ACTIVE,Passenger,,40.74108,-73.9952
ACTIVE,Passenger,19880711,40.74108,-73.9952
ACTIVE,Passenger,,40.74108,-73.9952
ACTIVE,Passenger,,40.74108,-73.9952
ACTIVE,Passenger,,40.77351,-73.97885
ACTIVE,Passenger,,40.77351,-73.97885
ACTIVE,Passenger,,40.77351,-73.97885
ACTIVE,Passenger,,40.75315,-73.98073
ACTIVE,Passenger,19971103,40.75315,-73.98073
ACTIVE,Passenger,,40.75315,-73.98073
ACTIVE,Passenger,19980408,40.75315,-73.98073
ACTIVE,Passenger,,40.75315,-73.98073
ACTIVE,Passenger,,40.75315,-73.98073
ACTIVE,Passenger,19970725,40.70733,-74.01266
ACTIVE,Passenger,19970725,40.70733,-74.01266
ACTIVE,Passenger,,40.70733,-74.01266
ACTIVE,Passenger,,40.70733,-74.01266
ACTIVE,Passenger,,40.70733,-74.01266
ACTIVE,Passenger,,40.70733,-74.01266
ACTIVE,Passenger,,40.70733,-74.01266
ACTIVE,Passenger,,40.70733,-74.01266
ACTIVE,Passenger,,40.70733,-74.01266
ACTIVE,Passenger,,40.70733,-74.01266
ACTIVE,Passenger,,40.70733,-74.01266
ACTIVE,Passenger,,40.84516,-73.94134
ACTIVE,Passenger,,40.84516,-73.94134
ACTIVE,Passenger,,40.84532,-73.94172
ACTIVE,Passenger,,40.84532,-73.94172
ACTIVE,Passenger,,40.75048,-73.98025
ACTIVE,Passenger,19820325,40.72913,-73.99286
ACTIVE,Passenger,,40.74145,-73.99275
ACTIVE,Passenger,20000229,40.77957,-73.98496
ACTIVE,Passenger,19991021,40.77957,-73.98496
ACTIVE,Passenger,,40.76399,-73.96986
ACTIVE,Passenger,,40.76646,-73.96406
ACTIVE,Passenger,,40.76646,-73.96406
ACTIVE,Passenger,,40.7933,-73.9721
ACTIVE,Passenger,,40.7933,-73.9721
ACTIVE,Passenger,,40.79341,-73.97415
ACTIVE,Passenger,,40.79341,-73.97415
ACTIVE,Passenger,,40.79341,-73.97415
ACTIVE,Passenger,,40.79341,-73.97415
NO JURIST,Passenger,20010417,40.76834,-73.96658
ACTIVE,Passenger,,40.73953,-73.99732
ACTIVE,Passenger,,40.73939,-73.99701
ACTIVE,Passenger,20000802,40.73926,-73.99669
ACTIVE,Passenger,20010420,40.78455,-73.97815
ACTIVE,Passenger,,40.83646,-73.94618
ACTIVE,Passenger,,40.83646,-73.94618
ACTIVE,Passenger,,40.74775,-73.99206
ACTIVE,Passenger,,40.76368,-73.97028
ACTIVE,Passenger,20091117,40.76368,-73.97028
ACTIVE,Passenger,,40.76368,-73.97028
ACTIVE,Passenger,,40.7783,-73.9836
ACTIVE,Passenger,20090316,40.7783,-73.9836
ACTIVE,Passenger,20090702,40.7783,-73.9836
ACTIVE,Passenger,,40.7398,-73.98885
ACTIVE,Passenger,,40.73303,-73.9969
WK IN PROG,Passenger,,40.78951,-73.97699
ACTIVE,Passenger,,40.80066,-73.96969
ACTIVE,Passenger,,40.80066,-73.96969
ACTIVE,Passenger,19960403,40.85082,-73.93305
ACTIVE,Passenger,,40.78033,-73.98499
ACTIVE,Passenger,,40.78031,-73.95824
ACTIVE,Passenger,,40.78031,-73.95824
ACTIVE,Passenger,,40.71911,-74.00907
ACTIVE,Passenger,,40.79239,-73.97493
ACTIVE,Passenger,,40.79239,-73.97493
ACTIVE,Passenger,,40.79926,-73.96952
ACTIVE,Passenger,,40.79926,-73.96952
ACTIVE,Passenger,,40.79144,-73.97349
ACTIVE,Passenger,,40.79144,-73.97349
ACTIVE,Passenger,,40.79144,-73.97349
ACTIVE,Passenger,,40.83826,-73.94577
ACTIVE,Passenger,19960206,40.78889,-73.97862
ACTIVE,Passenger,,40.78889,-73.97862
ACTIVE,Passenger,,40.75947,-73.97601
ACTIVE,Passenger,,40.75947,-73.97601
ACTIVE,Passenger,,40.83185,-73.94903
ACTIVE,Passenger,,40.76347,-73.9786
ACTIVE,Passenger,,40.76347,-73.9786
ACTIVE,Passenger,,40.788,-73.97439
ACTIVE,Passenger,19940302,40.788,-73.97439
ACTIVE,Passenger,19940520,40.788,-73.97439
ACTIVE,Passenger,,40.77883,-73.95751
ACTIVE,Passenger,,40.77883,-73.95751
ACTIVE,Passenger,,40.77365,-73.96086
ACTIVE,Passenger,,40.84182,-73.93881
ACTIVE,Passenger,,40.84182,-73.93881
ACTIVE,Passenger,,40.77194,-73.96233
ACTIVE,Passenger,,40.77194,-73.96233
ACTIVE,Passenger,,40.76544,-73.97833
ACTIVE,Passenger,,40.76544,-73.97833
ACTIVE,Passenger,,40.78117,-73.98305
ACTIVE,Passenger,,40.78117,-73.98305
ACTIVE,Passenger,,40.78117,-73.98305
ACTIVE,Passenger,20040901,40.77349,-73.96585
ACTIVE,Passenger,,40.77349,-73.96585
ACTIVE,Passenger,,40.7745,-73.96248
ACTIVE,Passenger,,40.7745,-73.96248
ACTIVE,Passenger,,40.73407,-73.99757
ACTIVE,Passenger,20090505,40.71329,-73.99672
ACTIVE,Passenger,20030808,40.77496,-73.9615
ACTIVE,Passenger,,40.77496,-73.9615
ACTIVE,Passenger,,40.83317,-73.94609
ACTIVE,Passenger,,40.83018,-73.94894
ACTIVE,Passenger,19990305,40.76542,-73.98054
ACTIVE,Passenger,,40.77081,-73.9624
ACTIVE,Passenger,,40.77081,-73.9624
ACTIVE,Passenger,,40.77081,-73.9624
ACTIVE,Passenger,,40.77081,-73.9624
ACTIVE,Passenger,,40.77273,-73.96215
ACTIVE,Passenger,,40.77273,-73.96215
ACTIVE,Passenger,,40.77273,-73.96215
ACTIVE,Passenger,,40.80014,-73.96756
ACTIVE,Passenger,,40.80014,-73.96756
ACTIVE,Passenger,20090121,40.80014,-73.96756
ACTIVE,Passenger,,40.70831,-74.01495
ACTIVE,Passenger,20140428,40.71656,-74.00785
ACTIVE,Passenger,,40.75648,-73.98247
ACTIVE,Passenger,,40.77193,-73.96505
ACTIVE,Passenger,,40.77193,-73.96505
ACTIVE,Passenger,,40.76636,-73.96382
ACTIVE,Passenger,,40.76636,-73.96382
ACTIVE,Passenger,,40.7508,-73.9856
ACTIVE,Passenger,,40.7508,-73.9856
ACTIVE,Passenger,,40.7508,-73.9856
ACTIVE,Passenger,,40.7508,-73.9856
ACTIVE,Passenger,,40.77741,-73.97952
ACTIVE,Passenger,,40.77741,-73.97952
ACTIVE,Passenger,,40.77625,-73.98069
ACTIVE,Passenger,,40.77625,-73.98069
ACTIVE,Passenger,,40.72094,-74.00203
ACTIVE,Passenger,,40.74217,-73.98191
ACTIVE,Passenger,,40.78277,-73.95405
ACTIVE,Passenger,,40.76477,-73.96897
ACTIVE,Passenger,,40.76477,-73.96897
ACTIVE,Passenger,,40.76477,-73.96897
ACTIVE,Passenger,,40.76477,-73.96897
ACTIVE,Passenger,,40.79234,-73.9648
ACTIVE,Passenger,19971205,40.8379,-73.94491
ACTIVE,Passenger,19940601,40.83807,-73.94531
ACTIVE,Passenger,,40.82937,-73.94004
ACTIVE,Passenger,,40.82937,-73.94004
ACTIVE,Passenger,19991229,40.82937,-73.94004
ACTIVE,Passenger,,40.76738,-73.95973
ACTIVE,Passenger,,40.76738,-73.95973
ACTIVE,Passenger,20010626,40.82229,-73.94523
ACTIVE,Passenger,,40.79234,-73.9648
ACTIVE,Passenger,,40.73848,-73.9868
ACTIVE,Passenger,,40.76715,-73.98854
ACTIVE,Passenger,19960918,40.75421,-73.97917
ACTIVE,Passenger,,40.75629,-73.98488
NO JURIST,Passenger,,40.77772,-73.96195
ACTIVE,Passenger,,40.80927,-73.9637
ACTIVE,Passenger,,40.80927,-73.9637
ACTIVE,Passenger,,40.75488,-73.98563
ACTIVE,Passenger,,40.75488,-73.98563
ACTIVE,Passenger,,40.75488,-73.98563
ACTIVE,Passenger,20030423,40.75488,-73.98563
ACTIVE,Passenger,20070307,40.75488,-73.98563
ACTIVE,Passenger,,40.74965,-73.98097
ACTIVE,Passenger,,40.74712,-73.98506
ACTIVE,Passenger,,40.73855,-73.98675
ACTIVE,Passenger,19970211,40.867,-73.92508
ACTIVE,Passenger,,40.74325,-73.99514
ACTIVE,Passenger,,40.74075,-73.9949
